#                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession    qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- --------------------  ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
25                   -            556 Beta-ETF             PIRSF000090   268   0.00014   13.0   0.1   1   1   4.9e-06   0.00025   12.2   0.1    43    86   310   351   305   361 0.88 -
24                   -            130 LigA                 PIRSF001604   681   1.4e-06   18.4   0.0   1   1     3e-08   1.5e-06   18.3   0.0   521   566    76   121    36   125 0.88 -
28                   -            336 Cdc6                 PIRSF001767   562   1.2e-15   48.8   0.0   1   1   3.1e-17   1.6e-15   48.3   0.0   154   415    13   252     4   284 0.79 -
18                   -            328 Mating_factor_alpha  PIRSF001866   177    0.0011   10.6   2.9   1   2   0.00019    0.0094    7.6   0.2     2    38     7    43     6   109 0.65 -
18                   -            328 Mating_factor_alpha  PIRSF001866   177    0.0011   10.6   2.9   2   2    0.0034      0.17    3.5   0.3    28    89   158   219   139   243 0.82 -
38                   -             85 HTH_arch             PIRSF004955   266   0.00022   11.9   0.0   1   1     5e-06   0.00025   11.8   0.0    13    61    12    61     7    68 0.86 -
1                    -            755 Ifb-2                PIRSF005546   615    0.0013    8.8   8.9   1   2     0.038       1.9   -1.6   0.0   237   266    91   120    88   122 0.89 -
1                    -            755 Ifb-2                PIRSF005546   615    0.0013    8.8   8.9   2   2   2.1e-05    0.0011    9.2   6.9   341   429   176   269   167   272 0.81 -
38                   -             85 RR_citrat_malat      PIRSF006171   230   2.3e-05   15.6   0.0   1   1   5.6e-07   2.8e-05   15.4   0.0   161   211    10    60     6    66 0.93 -
14                   -            791 MJ1563               PIRSF006707   186    0.0061    8.1   4.4   1   4     0.063       3.2   -0.8   0.2   100   157    23    81    15   100 0.65 -
